,date,cluster,keyword_sum
4586,2023-05-15,telecommunications,30482
4587,2023-05-15,transportation,50441
4588,2023-05-15,video & photography,30603
4589,2023-05-15,"warehousing, storage & delivery",12259
4590,2023-05-16,accommodation,81155
4591,2023-05-16,"advertising, marketing & research",8535
4592,2023-05-16,"agriculture, farm animals & forestry",1159
4593,2023-05-16,animal care & products for animals,5319
4594,2023-05-16,arts & design,9655
4595,2023-05-16,automotive,20042
4596,2023-05-16,beauty & personal care,29352
4597,2023-05-16,construction,248159
4598,2023-05-16,consulting,48517
4599,2023-05-16,e-commerce & retail trade,5570
4600,2023-05-16,education,352415
4601,2023-05-16,energy,121089
4602,2023-05-16,engineering & architecture,1372
4603,2023-05-16,entertainment & recreation,11103
4604,2023-05-16,event organization,74374
4605,2023-05-16,fashion,216582
4606,2023-05-16,finance,158036
4607,2023-05-16,food & beverages,32522
4608,2023-05-16,health care and social assistance,16017
4609,2023-05-16,home care & home services,22513
4610,2023-05-16,human resources,39193
4611,2023-05-16,information technology,84825
4612,2023-05-16,insurance,94394
4613,2023-05-16,legal,380875
4614,2023-05-16,manufacturing,147470
4615,2023-05-16,media & social networks,28611
4616,2023-05-16,non-profit organizations,9105
4617,2023-05-16,public administration,76349
4618,2023-05-16,real estate & leasing,10873
4619,2023-05-16,sports & activities,43370
4620,2023-05-16,telecommunications,33688
4621,2023-05-16,transportation,52012
4622,2023-05-16,video & photography,35280
4623,2023-05-16,"warehousing, storage & delivery",13977
4624,2023-05-17,accommodation,76951
4625,2023-05-17,"advertising, marketing & research",7414
4626,2023-05-17,"agriculture, farm animals & forestry",1022
4627,2023-05-17,animal care & products for animals,6466
4628,2023-05-17,arts & design,8998
4629,2023-05-17,automotive,18722
4630,2023-05-17,beauty & personal care,27849
4631,2023-05-17,construction,235282
4632,2023-05-17,consulting,43233
4633,2023-05-17,e-commerce & retail trade,5092
4634,2023-05-17,education,335674
4635,2023-05-17,energy,111852
4636,2023-05-17,engineering & architecture,1258
4637,2023-05-17,entertainment & recreation,11251
4638,2023-05-17,event organization,68558
4639,2023-05-17,fashion,206599
4640,2023-05-17,finance,151388
4641,2023-05-17,food & beverages,28893
4642,2023-05-17,health care and social assistance,13314
4643,2023-05-17,home care & home services,22014
4644,2023-05-17,human resources,34486
4645,2023-05-17,information technology,78345
4646,2023-05-17,insurance,85124
4647,2023-05-17,legal,361718
4648,2023-05-17,manufacturing,135548
4649,2023-05-17,media & social networks,25405
4650,2023-05-17,non-profit organizations,8959
4651,2023-05-17,public administration,68071
4652,2023-05-17,real estate & leasing,10501
4653,2023-05-17,sports & activities,38935
4654,2023-05-17,telecommunications,32975
4655,2023-05-17,transportation,50991
4656,2023-05-17,video & photography,31153
4657,2023-05-17,"warehousing, storage & delivery",12417
4658,2023-05-18,accommodation,64735
4659,2023-05-18,"advertising, marketing & research",6501
4660,2023-05-18,"agriculture, farm animals & forestry",673
4661,2023-05-18,animal care & products for animals,4913
4662,2023-05-18,arts & design,8452
4663,2023-05-18,automotive,15162
4664,2023-05-18,beauty & personal care,25474
4665,2023-05-18,construction,208725
4666,2023-05-18,consulting,41590
4667,2023-05-18,e-commerce & retail trade,4370
4668,2023-05-18,education,300564
4669,2023-05-18,energy,104036
4670,2023-05-18,engineering & architecture,894
4671,2023-05-18,entertainment & recreation,9512
4672,2023-05-18,event organization,62179
4673,2023-05-18,fashion,173440
4674,2023-05-18,finance,132945
4675,2023-05-18,food & beverages,25948
4676,2023-05-18,health care and social assistance,13230
4677,2023-05-18,home care & home services,19766
4678,2023-05-18,human resources,30719
4679,2023-05-18,information technology,68963
4680,2023-05-18,insurance,81069
4681,2023-05-18,legal,332262
4682,2023-05-18,manufacturing,119306
4683,2023-05-18,media & social networks,23688
4684,2023-05-18,non-profit organizations,7471
4685,2023-05-18,public administration,56989
4686,2023-05-18,real estate & leasing,9269
4687,2023-05-18,sports & activities,35671
4688,2023-05-18,telecommunications,27121
4689,2023-05-18,transportation,46226
4690,2023-05-18,video & photography,31199
4691,2023-05-18,"warehousing, storage & delivery",11671
4692,2023-05-19,accommodation,52435
4693,2023-05-19,"advertising, marketing & research",4817
4694,2023-05-19,"agriculture, farm animals & forestry",737
4695,2023-05-19,animal care & products for animals,5016
4696,2023-05-19,arts & design,6054
4697,2023-05-19,automotive,12265
4698,2023-05-19,beauty & personal care,19800
4699,2023-05-19,construction,166961
4700,2023-05-19,consulting,31145
4701,2023-05-19,e-commerce & retail trade,2643
4702,2023-05-19,education,250760
4703,2023-05-19,energy,86205
4704,2023-05-19,engineering & architecture,877
4705,2023-05-19,entertainment & recreation,7426
4706,2023-05-19,event organization,48262
4707,2023-05-19,fashion,140717
4708,2023-05-19,finance,109660
4709,2023-05-19,food & beverages,30544
4710,2023-05-19,health care and social assistance,10896
4711,2023-05-19,home care & home services,16120
4712,2023-05-19,human resources,23507
4713,2023-05-19,information technology,55325
4714,2023-05-19,insurance,66902
4715,2023-05-19,legal,260988
4716,2023-05-19,manufacturing,95715
4717,2023-05-19,media & social networks,17605
4718,2023-05-19,non-profit organizations,5886
4719,2023-05-19,public administration,44351
4720,2023-05-19,real estate & leasing,6515
4721,2023-05-19,sports & activities,28916
4722,2023-05-19,telecommunications,21926
4723,2023-05-19,transportation,34650
4724,2023-05-19,video & photography,21803
4725,2023-05-19,"warehousing, storage & delivery",8937
4726,2023-05-20,accommodation,26237
4727,2023-05-20,"advertising, marketing & research",2468
4728,2023-05-20,"agriculture, farm animals & forestry",231
4729,2023-05-20,animal care & products for animals,2390
4730,2023-05-20,arts & design,2405
4731,2023-05-20,automotive,4866
4732,2023-05-20,beauty & personal care,9957
4733,2023-05-20,construction,76048
4734,2023-05-20,consulting,13824
4735,2023-05-20,e-commerce & retail trade,1999
4736,2023-05-20,education,112364
4737,2023-05-20,energy,40301
4738,2023-05-20,engineering & architecture,300
4739,2023-05-20,entertainment & recreation,3323
4740,2023-05-20,event organization,19297
4741,2023-05-20,fashion,62184
4742,2023-05-20,finance,51601
4743,2023-05-20,food & beverages,9001
4744,2023-05-20,health care and social assistance,3783
4745,2023-05-20,home care & home services,6797
4746,2023-05-20,human resources,10097
4747,2023-05-20,information technology,25444
4748,2023-05-20,insurance,26575
4749,2023-05-20,legal,124603
4750,2023-05-20,manufacturing,45770
4751,2023-05-20,media & social networks,8884
4752,2023-05-20,non-profit organizations,1947
4753,2023-05-20,public administration,17564
4754,2023-05-20,real estate & leasing,4542
4755,2023-05-20,sports & activities,11779
4756,2023-05-20,telecommunications,10235
4757,2023-05-20,transportation,19990
4758,2023-05-20,video & photography,10283
4759,2023-05-20,"warehousing, storage & delivery",5819
4760,2023-05-21,accommodation,32341
4761,2023-05-21,"advertising, marketing & research",2959
4762,2023-05-21,"agriculture, farm animals & forestry",624
4763,2023-05-21,animal care & products for animals,3381
4764,2023-05-21,arts & design,3725
4765,2023-05-21,automotive,6529
4766,2023-05-21,beauty & personal care,11776
4767,2023-05-21,construction,87274
4768,2023-05-21,consulting,16216
4769,2023-05-21,e-commerce & retail trade,2021
4770,2023-05-21,education,133415
4771,2023-05-21,energy,48216
4772,2023-05-21,engineering & architecture,367
4773,2023-05-21,entertainment & recreation,4647
4774,2023-05-21,event organization,25042
4775,2023-05-21,fashion,77955
4776,2023-05-21,finance,58967
4777,2023-05-21,food & beverages,14035
4778,2023-05-21,health care and social assistance,5532
4779,2023-05-21,home care & home services,9025
4780,2023-05-21,human resources,11202
4781,2023-05-21,information technology,30647
4782,2023-05-21,insurance,36372
4783,2023-05-21,legal,145827
4784,2023-05-21,manufacturing,53368
4785,2023-05-21,media & social networks,11312
4786,2023-05-21,non-profit organizations,2958
4787,2023-05-21,public administration,20949
4788,2023-05-21,real estate & leasing,6407
4789,2023-05-21,sports & activities,16936
4790,2023-05-21,telecommunications,12066
4791,2023-05-21,transportation,22887
4792,2023-05-21,video & photography,15294
4793,2023-05-21,"warehousing, storage & delivery",5886
4794,2023-05-22,accommodation,71028
4795,2023-05-22,"advertising, marketing & research",7009
4796,2023-05-22,"agriculture, farm animals & forestry",974
4797,2023-05-22,animal care & products for animals,5325
4798,2023-05-22,arts & design,8221
4799,2023-05-22,automotive,16372
4800,2023-05-22,beauty & personal care,25770
4801,2023-05-22,construction,218021
4802,2023-05-22,consulting,40563
4803,2023-05-22,e-commerce & retail trade,4105
4804,2023-05-22,education,325585
4805,2023-05-22,energy,108619
4806,2023-05-22,engineering & architecture,1033
4807,2023-05-22,entertainment & recreation,10267
4808,2023-05-22,event organization,65012
4809,2023-05-22,fashion,190111
4810,2023-05-22,finance,139998
4811,2023-05-22,food & beverages,28102
4812,2023-05-22,health care and social assistance,13571
4813,2023-05-22,home care & home services,19688
4814,2023-05-22,human resources,32996
4815,2023-05-22,information technology,74936
4816,2023-05-22,insurance,82311
4817,2023-05-22,legal,342742
4818,2023-05-22,manufacturing,127107
4819,2023-05-22,media & social networks,26274
4820,2023-05-22,non-profit organizations,8129
4821,2023-05-22,public administration,58177
4822,2023-05-22,real estate & leasing,10088
4823,2023-05-22,sports & activities,41332
4824,2023-05-22,telecommunications,28141
4825,2023-05-22,transportation,46399
4826,2023-05-22,video & photography,32672
4827,2023-05-22,"warehousing, storage & delivery",10854
4828,2023-05-23,accommodation,77487
4829,2023-05-23,"advertising, marketing & research",8256
4830,2023-05-23,"agriculture, farm animals & forestry",1319
4831,2023-05-23,animal care & products for animals,6854
4832,2023-05-23,arts & design,9900
4833,2023-05-23,automotive,21628
4834,2023-05-23,beauty & personal care,27327
4835,2023-05-23,construction,235978
4836,2023-05-23,consulting,42081
4837,2023-05-23,e-commerce & retail trade,4576
4838,2023-05-23,education,351094
4839,2023-05-23,energy,122904
4840,2023-05-23,engineering & architecture,1398
4841,2023-05-23,entertainment & recreation,11437
4842,2023-05-23,event organization,67992
4843,2023-05-23,fashion,222943
4844,2023-05-23,finance,143678
4845,2023-05-23,food & beverages,35170
4846,2023-05-23,health care and social assistance,14822
4847,2023-05-23,home care & home services,20070
4848,2023-05-23,human resources,33699
4849,2023-05-23,information technology,84106
4850,2023-05-23,insurance,88459
4851,2023-05-23,legal,359170
4852,2023-05-23,manufacturing,138220
4853,2023-05-23,media & social networks,27554
4854,2023-05-23,non-profit organizations,7815
4855,2023-05-23,public administration,67799
4856,2023-05-23,real estate & leasing,10199
4857,2023-05-23,sports & activities,43017
4858,2023-05-23,telecommunications,36967
4859,2023-05-23,transportation,49546
4860,2023-05-23,video & photography,33733
4861,2023-05-23,"warehousing, storage & delivery",13556
4862,2023-05-24,accommodation,76699
4863,2023-05-24,"advertising, marketing & research",7243
4864,2023-05-24,"agriculture, farm animals & forestry",739
4865,2023-05-24,animal care & products for animals,6111
4866,2023-05-24,arts & design,9131
4867,2023-05-24,automotive,18474
4868,2023-05-24,beauty & personal care,26881
4869,2023-05-24,construction,233417
4870,2023-05-24,consulting,41562
4871,2023-05-24,e-commerce & retail trade,4140
4872,2023-05-24,education,338820
4873,2023-05-24,energy,115385
4874,2023-05-24,engineering & architecture,1297
4875,2023-05-24,entertainment & recreation,10706
4876,2023-05-24,event organization,62160
4877,2023-05-24,fashion,224218
4878,2023-05-24,finance,145641
4879,2023-05-24,food & beverages,27264
4880,2023-05-24,health care and social assistance,15257
4881,2023-05-24,home care & home services,20604
4882,2023-05-24,human resources,33776
4883,2023-05-24,information technology,80498
4884,2023-05-24,insurance,85383
4885,2023-05-24,legal,351107
4886,2023-05-24,manufacturing,135021
4887,2023-05-24,media & social networks,27274
4888,2023-05-24,non-profit organizations,8500
4889,2023-05-24,public administration,66464
4890,2023-05-24,real estate & leasing,9259
4891,2023-05-24,sports & activities,38877
4892,2023-05-24,telecommunications,33618
4893,2023-05-24,transportation,44767
4894,2023-05-24,video & photography,29026
4895,2023-05-24,"warehousing, storage & delivery",10050
4896,2023-05-25,accommodation,66605
4897,2023-05-25,"advertising, marketing & research",6422
4898,2023-05-25,"agriculture, farm animals & forestry",850
4899,2023-05-25,animal care & products for animals,5097
4900,2023-05-25,arts & design,9969
4901,2023-05-25,automotive,16455
4902,2023-05-25,beauty & personal care,22797
4903,2023-05-25,construction,204001
4904,2023-05-25,consulting,36367
4905,2023-05-25,e-commerce & retail trade,3367
4906,2023-05-25,education,287828
4907,2023-05-25,energy,98420
4908,2023-05-25,engineering & architecture,1068
4909,2023-05-25,entertainment & recreation,8687
4910,2023-05-25,event organization,56671
4911,2023-05-25,fashion,171452
4912,2023-05-25,finance,132303
4913,2023-05-25,food & beverages,22946
4914,2023-05-25,health care and social assistance,12010
4915,2023-05-25,home care & home services,18660
4916,2023-05-25,human resources,31892
4917,2023-05-25,information technology,67533
4918,2023-05-25,insurance,74256
4919,2023-05-25,legal,310107
4920,2023-05-25,manufacturing,119925
4921,2023-05-25,media & social networks,22426
4922,2023-05-25,non-profit organizations,7558
4923,2023-05-25,public administration,52753
4924,2023-05-25,real estate & leasing,10130
4925,2023-05-25,sports & activities,33606
4926,2023-05-25,telecommunications,28926
4927,2023-05-25,transportation,43339
4928,2023-05-25,video & photography,26106
4929,2023-05-25,"warehousing, storage & delivery",9378
4930,2023-05-26,accommodation,50246
4931,2023-05-26,"advertising, marketing & research",5402
4932,2023-05-26,"agriculture, farm animals & forestry",502
4933,2023-05-26,animal care & products for animals,3094
